id,heartbeat_signals,answer
94,"-0.11614413662377832,-0.11277258340952756,-0.10809210937930391,-0.10293788137361459,-0.09670623696595071,-0.08890133325386829,-0.07999388511952432,-0.07104673351950386,-0.06335450166674117,-0.05755553766045818,-0.05341050807930203,-0.050564648029317705,-0.048484373902775046,-0.046528594438585924,-0.04482942135262202,-0.04396747009587465,-0.04365215363285169,-0.042771733115501975,-0.04052694477308183,-0.037232386797587336,-0.0338014180828633,-0.030809018887960726,-0.02816508454351574,-0.025248490499785503,-0.02186458212209763,-0.01857153247477039,-0.015367127852628837,-0.011767595807223752,-0.008297224244935064,-0.005765691660821193,-0.003656083788231679,-0.0002505330364087621,0.0060703593768859365,0.01630432968398121,0.03107176838763237,0.04994864580386993,0.07119457290652997,0.09310618335394782,0.11414567301774114,0.1327248144658455,0.14822615472747835,0.16098849208583255,0.1706970720910766,0.175875452515938,0.17534573883188326,0.16901044132804355,0.15712051816998018,0.1397226310037566,0.11691598415161653,0.08879620012106904,0.05568182272320987,0.018778010882733343,-0.021873945941769946,-0.06983731037741814,-0.12730210894279792,-0.1840283096694022,-0.21707310673078462,-0.20720622788946141,-0.15068879984046135,-0.0587851933971093,0.04638258285749314,0.1405183420593047,0.20756700999773547,0.24380912652761122,0.25442253619113875,0.2474353719745454,0.23008126369050003,0.2079460162008931,0.18507933943161808,0.16393108356784625,0.14506174671118482,0.1277862617972424,0.1111479251176592,0.09424444736695936,0.07662706902773975,0.05779542533125054,0.03689612901772987,0.014459881336109648,-0.007449273832864867,-0.02736841676832591,-0.044860468747114135,-0.05968933455286696,-0.07191834984371992,-0.0816446057244502,-0.08863710068831998,-0.09309922358309042,-0.09631491602407694,-0.09964914842841677,-0.10340257013346421,-0.10716846746926412,-0.1105348173127032,-0.11333401041815416,-0.11582362858955153,-0.11850140431167555,-0.12124709324169436,-0.12354437259133666,-0.12550071889187553,-0.12741212038371308,-0.12839200735235368,-0.12759181596437885",2
95,"-0.20307093304804824,-0.20366389806538487,-0.20278777170215456,-0.1993588732841184,-0.19474202535091756,-0.19001353610656602,-0.18558758956254695,-0.18096677924440052,-0.17508799070015413,-0.16732642908064443,-0.15782073810921782,-0.1478831002496711,-0.1396390618672012,-0.1347312882542988,-0.13373740648769228,-0.13597979159110607,-0.1392881399489223,-0.14102614993035267,-0.13958448080683994,-0.13403805017970805,-0.12269421334551578,-0.10175763568227669,-0.06664380804891412,-0.017472668200221864,0.03786777832906485,0.08863637437308924,0.12866861910375305,0.15812496270431142,0.1798819522291154,0.1958232880893449,0.20512880695394126,0.20547824130614978,0.19562114946914966,0.17605261460106536,0.14922793583445193,0.12100017093019022,0.09974121012095793,0.09205622834267019,0.10057164391719836,0.12479868645855641,0.16176468737150462,0.20725097703824724,0.25718994408972695,0.30612856531774085,0.3456147926748861,0.3677475710732146,0.3701839746887827,0.3568181761864698,0.3345387717661106,0.3090319380124062,0.2824962297527216,0.25430966951183054,0.22361453234609152,0.19129841988189755,0.15933195090359753,0.1288249355817932,0.09958532801692649,0.07091046208923002,0.043020364335451755,0.017780870996333853,-0.0032076043585487213,-0.019849802408593242,-0.032368600136818304,-0.04099701248850984,-0.0469663839521286,-0.052483216468052984,-0.05938549721144226,-0.06844922776980589,-0.07929827932992128,-0.09015160137545519,-0.09896855413867545,-0.10547158444455251,-0.11090635382332825,-0.11569335682847348,-0.11892504743846899,-0.1200132675489024,-0.11886136709318851,-0.11566065184950924,-0.11161738614122974,-0.107883871744195,-0.10427334930492971,-0.10077497583961581,-0.09826235364901359,-0.09681919766551139,-0.09564037767208644,-0.09417061403253335,-0.09198840521830531,-0.08877697421909514,-0.08485379862213738,-0.08081075839190288,-0.076987840225473,-0.07332195893256133,-0.06899736587198357,-0.06332689018222792,-0.057398934909484,-0.05300919501952972,-0.050406745210694104,-0.04812680770787414,-0.04490311923598722,-0.04121113709032875",2
96,"-0.10567967393945626,-0.1097168154941019,-0.11396388644340222,-0.11702843741207819,-0.11932625832671678,-0.12100108594103037,-0.12209203862160672,-0.12261385555391208,-0.12251811372489302,-0.12217116492493235,-0.12170527598282282,-0.12039419568450554,-0.11771708476333104,-0.11391540116892834,-0.1093872599277323,-0.10463087966314594,-0.10028552487784365,-0.09673384586012129,-0.09386313162970933,-0.09107481406844647,-0.0873578942622148,-0.08199872759969701,-0.07545218377802748,-0.06909362737805053,-0.06402463994681423,-0.0603220510281422,-0.05697923693602541,-0.05255139253058444,-0.04661863799309601,-0.04013889552788469,-0.0341414132588041,-0.028713798585247197,-0.024024203098522212,-0.02050240537714737,-0.0166658477888873,-0.0093073141015651,0.0038916373087340417,0.022787950094814546,0.045264341566102206,0.06922540123311233,0.09420421466599288,0.12040146378310784,0.14712164742918793,0.17334373675830694,0.1987347748287081,0.22281426423403533,0.24389397434081042,0.25991318035339356,0.2691699419779989,0.2701178685140905,0.26128998075149334,0.24169393180174392,0.21236392033485568,0.17879320974977797,0.15237985748748212,0.14570109403468284,0.16289073781054436,0.1976460078542972,0.24129533236523204,0.287438795569387,0.3273660116772855,0.34787856239771875,0.33971346937233676,0.3054751920390736,0.25713328973293215,0.20807227908327858,0.1664150622067982,0.13333437794283753,0.10641923203694836,0.08291113195955929,0.061351818477602404,0.04190150509496898,0.024348320999490414,0.007609919466072312,-0.008934949989882812,-0.02554316500216003,-0.04230258908059009,-0.05865388624553297,-0.07406714751614524,-0.08846555259297934,-0.10172937861818337,-0.11388529444438206,-0.12529765849896718,-0.1361999766719641,-0.14602318454680646,-0.15374861702606207,-0.15944423993411688,-0.16402201515549059,-0.1681150435636239,-0.17256408315262278,-0.17800285672695954,-0.18348006470139183,-0.18759297045465056,-0.1900571683205024,-0.19129664271804475,-0.1919034660044398,-0.19235562453068517,-0.1919119455612705,-0.18887533163714526,-0.1841235714407839",2
97,"-0.20755381910231366,-0.19842843669654198,-0.18808202275455613,-0.1781587988140027,-0.16762672840930695,-0.1568332919936246,-0.14726670238871886,-0.1393088192891532,-0.1316904603816026,-0.12343227728767198,-0.11478852848265675,-0.10603857039187659,-0.09667750262112473,-0.08662370323152269,-0.07627929403433525,-0.06587398446633175,-0.05615611958726646,-0.047593030690048166,-0.03944192817560166,-0.030615581283422788,-0.020949558447337868,-0.011270874719049528,-0.0028510318129377765,0.0026909152814489357,0.0038524801030894174,0.0012183238652528905,-0.0012669388174987306,0.0012224470270935095,0.011317473161904845,0.029002058846133383,0.05224752139978672,0.07745290233449081,0.10034855153224204,0.11809260770498614,0.12975726659178716,0.1350859981581351,0.1339062275179861,0.12577497732886178,0.11082349129855118,0.09032100678930971,0.06458028994840659,0.03259473953932507,-0.0033172869807995276,-0.033992192166941354,-0.049461327028348934,-0.04734951418319977,-0.030475685596594415,0.00025275976733796224,0.047061780606166226,0.11119830446332463,0.18650378479893615,0.25676222960021466,0.3039633928577047,0.3208808480039034,0.3135323578677457,0.2938194597079886,0.2727390649194098,0.25652582437972926,0.24570230058935216,0.23769902651628827,0.2299787682431238,0.22102206901046012,0.2095886447036664,0.19481322249001376,0.1768143801078248,0.15568083525318788,0.13112041931782548,0.10423632218292256,0.07721358632305247,0.051173146998158725,0.026821920406013305,0.005028740737418269,-0.01390347392066138,-0.02951817752343036,-0.04143624594214862,-0.05035425252561526,-0.0582068539147666,-0.06689809306579117,-0.07609240048527158,-0.0843074053082759,-0.09134271476086198,-0.09748788224819988,-0.10265850548547517,-0.1072233034835785,-0.11188132690646427,-0.11723448547258764,-0.12345889409093169,-0.13028623212578672,-0.1375580683844962,-0.14462043343557257,-0.15032481424670835,-0.15403358842459952,-0.15535685142600475,-0.15447025728405944,-0.1528100191488771,-0.15151955176344095,-0.1502790225250159,-0.1483768922023943,-0.14590289827533282,-0.14347581406977072",2
98,"-0.1423768650606454,-0.14817952278731922,-0.15479815925620372,-0.16101189016914336,-0.1676592488032002,-0.17464086707794707,-0.18097405049099535,-0.18543801560630102,-0.18688163981736616,-0.18458198776458873,-0.17832131542836133,-0.16827300520533134,-0.15506388936045146,-0.13943442343558943,-0.12178553664834213,-0.10253479974972471,-0.08276968178635834,-0.06405055633284404,-0.04765468108400178,-0.03397800446258586,-0.02205532159787677,-0.010110252516673274,0.0028768387990629127,0.016573363633634874,0.030015105944630166,0.042256064809522834,0.05290572947011851,0.06222525347280557,0.07029482555700155,0.07679477162685562,0.08139934870353178,0.08444464035534151,0.08733370197890143,0.0920042108157353,0.10046031795747946,0.11380844966795738,0.13097159084572418,0.1487999439751062,0.16395891367566118,0.1747159155024623,0.18100202559895684,0.18369165328419396,0.18386092888096628,0.18193773829976073,0.17816436862499951,0.17364139849858706,0.16984395829924426,0.16716393755280612,0.16393798892341577,0.15751744299894338,0.14752402431054512,0.13659758927399895,0.12688396853273592,0.11813210154943594,0.10917256458285206,0.09833501895702636,0.08350123512807141,0.06403849359880547,0.0418796451429502,0.01978227305957625,-0.0015050648612211365,-0.023034996983095135,-0.04389373071376224,-0.05917845147731583,-0.06318876047572348,-0.0541072310909736,-0.03418319427753217,-0.005897638995103274,0.030872254628766485,0.07788173999534533,0.13432129352102568,0.19267188292281684,0.23845699027272643,0.2581003006600671,0.24967438153725663,0.22166544144989964,0.1831758157869705,0.1398608634270252,0.09567525255829558,0.053638556157376074,0.014896551411434908,-0.020943101030834674,-0.05402437903441328,-0.08266687248583152,-0.1047574675250516,-0.1206768888488422,-0.13341023955831652,-0.14605855295528047,-0.15913394679913942,-0.17083229078854445,-0.17987801286107236,-0.18644711581682571,-0.19128261666385937,-0.1954617322581786,-0.19986340172400657,-0.20452199583862274,-0.20927008155758503,-0.21405939677702845,-0.21810122581487768,-0.220386564563577",2
99,"-0.16624292404023128,-0.16075568921909406,-0.15321261813282444,-0.14543793236273717,-0.13766137036748777,-0.12900081163545135,-0.11879306425339564,-0.10745664398429128,-0.09599742239164005,-0.08513721117623485,-0.07486337561002182,-0.06432862241573822,-0.05334294898746844,-0.04357128602786692,-0.037197300845519865,-0.034877368575946144,-0.03487616400519761,-0.03470241679272135,-0.03257748350236428,-0.02699773170294345,-0.01748863299428649,-0.005545539494553109,0.006543301889499753,0.016274419454206324,0.020530282003860756,0.01719795983153455,0.005861498872781756,-0.014964178754253654,-0.04869638685674077,-0.09686219603863827,-0.15357707568827267,-0.20431539517162783,-0.23471249992972448,-0.241497420639952,-0.23046121822420612,-0.20528321290559842,-0.1601249680552081,-0.08513259786942234,0.01766246086029294,0.12880412154342036,0.22312320195167795,0.28446664156259155,0.31280184797878136,0.3192470023086546,0.31523064822605124,0.30726480766245884,0.2984327360146467,0.2903412729334148,0.2830878898350961,0.27573518352956156,0.26800731055812693,0.2599420907117421,0.2512694956853146,0.24167007349051245,0.23070233103130872,0.21857720550418694,0.20618683845858432,0.19352531570830392,0.17950949879941439,0.16389567599927196,0.14783106989020284,0.13219232320093532,0.11698786555414295,0.10189386394880212,0.08648215588749533,0.07096067147072105,0.05644152754725518,0.04329940700261231,0.030937320328365214,0.019231438845524418,0.008753119307553348,-9.483327645171125e-05,-0.007916656966593438,-0.01603764096506677,-0.0249585489551285,-0.03392077041338726,-0.04241428484445814,-0.051035802375306416,-0.05979222936276546,-0.06771493470796675,-0.07476088607297504,-0.08159515932115385,-0.08826610175185418,-0.09422980058085789,-0.09914260436581651,-0.10343628855607195,-0.10813056906895036,-0.11413203829923979,-0.12123725651171285,-0.1279070865900806,-0.13284423717506239,-0.1363494088979244,-0.13948634911333052,-0.14227565000857784,-0.14388433939577522,-0.14368373650505178,-0.14155128973635783,-0.13898523516330058,-0.13871747220932878,-0.14070895554667912",2
100,"-0.07858119417276893,-0.07908294869635513,-0.07968174160373231,-0.0812926094202312,-0.08292409504520482,-0.08334925245702607,-0.08205303768320305,-0.0787376124196788,-0.0727848948772315,-0.06412100759140099,-0.053998213493263336,-0.043980079712914455,-0.03460819749115207,-0.025930720116253636,-0.018581779822561983,-0.013224586232422897,-0.009744097019520281,-0.007445480696160689,-0.005631682917286052,-0.0034502192559437983,-0.00035610207928948867,0.0033818277805390817,0.007501967495433248,0.01180583136340485,0.015703653275375706,0.019245043045484467,0.023119801044662214,0.027154780658581734,0.03009560870944733,0.031160526760294127,0.031165336191045667,0.031460085480709776,0.03210580117193379,0.03209932536246202,0.031315543061272155,0.030445072256046757,0.029932473567736873,0.030111941130692266,0.030176974603721596,0.028120666957126006,0.02374647840531774,0.018844982722074022,0.014279896136921766,0.009777263141932557,0.0056870090651193195,0.0034341183149810828,0.00495660641258866,0.011674042930785777,0.023358664919835237,0.03806613396561853,0.053144681983514824,0.06653914089750759,0.07778873985802603,0.08777819210790191,0.09558027097978211,0.09528585094775827,0.07707859251166715,0.03320889844097363,-0.0324046376395985,-0.10081137629537312,-0.1498706485723268,-0.16973717967955454,-0.16192200638901294,-0.12819159645329936,-0.06853137815032484,0.011921184072006652,0.09701932916157374,0.16409326764675725,0.19875359016612573,0.20433017617433313,0.19451653449547945,0.18068071167956956,0.16825977073081883,0.15886136765640108,0.15193218932567404,0.14573266049303094,0.1384723598984903,0.12983637293562383,0.12049149559295153,0.11040615055131525,0.09864591650175261,0.08450174993913431,0.06834310721504794,0.05104825566562332,0.032780940734952135,0.013196869023125168,-0.007682861872556068,-0.029467464626052126,-0.051747564823200226,-0.07404924297072296,-0.0957539599974595,-0.11600112011235286,-0.13441516902201722,-0.15204658711887875,-0.1698294476441523,-0.1873890118894458,-0.20425674990742326,-0.22044329373300597,-0.23623062132419548,-0.2498143522935663",2
101,"-0.039314274121501375,-0.020375737294852328,-0.018100939974309914,-0.016124487265629518,-0.011714246731240508,-0.006842895982318631,-0.003811671625845659,-0.004305856254916814,-0.006459976807914708,-0.006588036941082355,-0.005403811323397333,-0.0025666842057417896,0.00012063758037047373,0.0012034717798473128,0.0026970169650682857,0.004690125230005544,0.005916465939345939,0.006961896165604059,0.00883616507713829,0.011314825846558543,0.011139840014190848,0.009066621053077126,0.00803026599336347,0.005764425794065482,0.0036536479414702536,-0.0002031309807984192,-0.0017154698306876652,-0.004070706743813504,-0.0029031339655775958,-0.0002941700737034633,0.0009030805219573581,0.0016759883948104255,0.0019544366586398687,0.0031688842858754833,0.00468674536130257,0.005775071194030371,0.007559903050005508,0.008641982539840677,0.009391446235916654,0.008900810020529578,0.00704709581843691,0.007372200644814891,0.0068353078050707,0.006394948191445475,0.006868577802235822,0.007107889483324147,0.007281381423846454,0.007408023243127067,0.008165543005741047,0.008796915331886469,0.010053803695733263,0.010016047182095221,0.00928876151319432,0.009030336632130476,0.008103171433451559,0.006660889784808673,0.006385698195707952,0.002778534923985252,0.002241490742419347,0.005614945017325897,0.006708848411951629,0.006221814311397907,0.00406261690009033,0.0006342494766546462,0.0005224355406313573,1.213275164967803e-05,-0.0017104499305980042,-0.0032153088564221555,-0.004552381398052696,-0.005000253671473113,-0.007129982120661498,-0.0075866280041696765,-0.008226146654337213,-0.008052222824745953,-0.008454744392371129,-0.008793348692421675,-0.009195527059114098,-0.009927263235725042,-0.009446662073692914,-0.008106583086086663,-0.006866359839795697,-0.005207347700690465,-0.004506612087735357,-0.005223458748840358,-0.004217502741257536,-0.003277874524374679,-0.0028856388214886543,-0.0028566515140676166,-0.0030677061053565186,-0.0024878762461810443,-0.0023469033089964786,-0.00303745739552274,-0.0034078685742728564,-0.0036724798973911503,-0.003292962245766029,-0.002046364379633299,-0.0006177870145527495,-0.0019142179242493326,-0.0017165834012929197,0.019174971688499545",3
102,"-0.0391341194353226,-0.014594891500537114,-0.01288196125600773,-0.011736767956669437,-0.011692059888686466,-0.012466717099930184,-0.010972954447860901,-0.009777298948586123,-0.009043372578551543,-0.008433355953117543,-0.0073958461395876255,-0.0062353370387457745,-0.0059978640469048015,-0.005655305672652418,-0.0034779397281483734,-0.002979020700382362,-0.00395734028506517,-0.004066407006762254,-0.004382381894489434,-0.0037137975368080776,-0.002402186147054776,-0.0011748573577657394,-0.0011319634064991596,-0.0016362410406988636,-0.002473500050776699,-0.0031500148905959455,-0.00437249436651704,-0.003288903243827074,0.002553125972120032,0.006394250254810319,0.008669238048757856,0.010472838709043088,0.013200447066757534,0.015977399326571856,0.018469588231478068,0.018609578372512772,0.017202404144664743,0.01659278717379049,0.016833871607891203,0.016570022186863716,0.015832593476973265,0.015009707239153076,0.014075387967464664,0.012799582088263836,0.011446907121786176,0.010176332556463833,0.008522397383576342,0.0062929733806555855,0.005426915069758039,0.004970488432730472,0.0053052213744412685,0.006491190924343039,0.007717651986467093,0.007953689758917552,0.009122052714456094,0.010188232829095725,0.009472878387784791,0.0062260788502047585,0.005246795018819479,0.0044238403213236795,0.005355612309621359,0.006063900496559865,0.0052490082072930485,0.005424043156238971,0.004728862011089257,0.0028471580808922276,0.001587438801323393,0.0011933675333843652,0.0008896907805646392,0.00033324513980027663,-0.0006176801423920398,-0.0012098510895954852,-0.002135685251188544,-0.002694246866109312,-0.0031894264478577235,-0.003596718201079341,-0.003649260088424847,-0.0036426155163370773,-0.0029906181920386857,-0.0017260756121379815,-0.002781422837862117,-0.0034937502136132524,-0.004429927752425551,-0.0044919928565299305,-0.004027145438321696,-0.004490874115968949,-0.005112123105233693,-0.006167704229337644,-0.006116838525752512,-0.006147341321931347,-0.00612924178236782,-0.0069304943995078735,-0.007621252902783517,-0.008861786112551305,-0.00857453485419312,-0.010928389409063412,-0.012681046945137577,-0.012471773006859749,-0.012390514376589624,-0.004393563282964528",3
103,"-0.01695821329461858,-0.006954730374518513,-0.006477319287081097,-0.005904186485353104,-0.005790153555915813,-0.005078768589008124,-0.005501355158172329,-0.005186810443474847,-0.0057280623166721875,-0.006812726274032073,-0.007018882381713019,-0.0052451138574221914,-0.004591564466699595,-0.00594110589145512,-0.005451286231217205,-0.0050549804931965744,-0.0041045766893186494,-0.0023263871322813726,-0.0017452555006402873,-0.0012175428915872158,-0.0011176619663577705,-0.0011370222551134804,-0.0006883027328334138,3.0685552522342896e-05,0.00028244519598866896,0.001518140046841636,0.002168320542408682,0.002035569327760202,0.0026156241085044316,-0.0007125406598417691,-0.003083764874738548,-0.0008992364533444083,0.0006627944396223537,0.0025165616843410496,0.002902246804322779,0.003725377752777863,0.005801940871633764,0.0067017372948777534,0.007415515227569301,0.007583617483472034,0.009140810548421356,0.010158982112511657,0.009202061370681226,0.009694908981563395,0.010416542568229041,0.010080755934460485,0.00874001230862572,0.007415012424048094,0.0066204052709695135,0.0066150925300198435,0.005772274243092616,0.006113928053090113,0.005640214324786862,0.004906156981558246,0.004599432120791495,0.00420819799871585,0.003498345020364814,0.0024930811436710415,0.00046613890341069136,0.0007423711978378142,0.002285701277739312,0.0021354923462347936,0.002583528720577412,0.0033850987671061802,0.005400276170544116,0.006224322916653431,0.005638025614731153,0.0052718955336768444,0.005724507092399536,0.0055769541558504596,0.00582458585504253,0.005289920780705372,0.0030695337710724274,0.0019933204375537084,0.002083366949598202,0.0015163149837977147,-8.091348889890937e-05,-0.0004902044376799697,-0.0005773725052784229,-0.0014851047662853487,-0.001894409430174597,-0.001969931205048979,-0.0018170867177582165,-0.0017111377131696706,-0.0018971827257457177,-0.0025104054261982783,-0.0028049788368839854,-0.003129999312172081,-0.004303216819137867,-0.0037074832006871797,-0.003690032437428284,-0.004730242143911843,-0.0047617859217231814,-0.005324764216852122,-0.006698219913472546,-0.007565192176770312,-0.007760878996671036,-0.009221052432736548,-0.011205936276018118,-0.026423064385457273",3
104,"0.011600478250515668,-0.004021569985465746,-0.004308162634270002,-0.0041854172960246495,-0.004243159184311729,-0.0038543953341709965,-0.0038029314424262405,-0.004477613370425664,-0.0042271389823239115,-0.0030835930946162167,-0.0032781384173313916,-0.0029075194728569176,-0.0025971582378484376,-0.0026368094530834912,-0.0006551904359556084,0.0005219234082643326,0.00053813615934609,0.00030560702689386154,0.0004910896357705093,0.00019121152197946328,-1.5697401187817622e-05,0.00035581493321124036,0.0011769151771334127,0.0006194022734950649,-0.00028626852873372965,-0.0004261967818495367,-0.002623471328615814,-0.004537484442814061,-0.006145115858890028,-0.007778528758065034,-0.008411393862164163,-0.008032523736166274,-0.007465103509466768,-0.0070149219984669275,-0.006024402071690957,-0.007314895590551877,-0.00820202276727865,-0.004259637598295032,0.0022356658862668875,0.0027071127590027194,0.0026421062384931297,0.0019220939206231816,0.0017427025428594367,0.0035101155186459607,0.005627907998539069,0.006406800339171091,0.00690389061787652,0.007363466042106238,0.008082892258218833,0.00804311331623957,0.007878107605578537,0.007724271419135523,0.008638565084058664,0.009410843948160698,0.009142176487497038,0.00891741096953206,0.008483789770270825,0.007320671092261692,0.007468313410202203,0.007428351405353702,0.006354644932199366,0.006211312675338532,0.007264483656661554,0.007798791456197343,0.007426938857389806,0.006343086435765866,0.004811009762229174,0.0027408401771478255,0.00032807851269186367,-0.0027471323917066595,-0.0032941380527821557,-0.0025878771101550957,-0.0019026796879354699,-0.0011576120953712826,0.0010299357886266874,0.0020222373902737956,0.0011952494236982941,0.0026003916184561063,0.002770212956790079,0.002619240040636975,0.0028570033079115265,0.001807945548350856,0.0008133033031577641,0.0004542409549997753,-0.00023623744362347154,-0.0013472526910836696,-0.0035704541652749125,-0.003625866214719241,-0.0021883232199744265,-0.001993503939647513,-0.002050708648682474,-0.002780923775000589,-0.0028745446318101733,-0.002566471790727741,-0.002925569410720079,-0.004252395389283389,-0.005575575243684225,-0.0067621923821487295,-0.008539871727849646,-0.03305410222769782",3
105,"0.0017503619704399374,-0.01005312345373512,-0.011589092541823194,-0.011660177701641614,-0.011386546660274766,-0.010572637636527039,-0.010226653393930689,-0.010628684968555086,-0.010346809279213718,-0.010364351603821225,-0.009544056304225463,-0.009939929228846536,-0.009948008987557218,-0.008742964087380869,-0.007311245453752762,-0.0073137870919341465,-0.007400472465740821,-0.006871510493882417,-0.006080665004228373,-0.0062399016856465785,-0.005320152005161595,-0.004033065480519675,-0.002754222776623689,-0.0024906690954753915,-0.0030971054439269006,-0.00205711255109831,-0.0015536594407138363,-0.0005427049297789879,0.0013736051264408083,-0.0021345743126320606,0.005981483027247483,0.012684915874209472,0.01312053684361035,0.012986900678701415,0.013383791580083224,0.014938560723173532,0.015943441603456676,0.01760441531323262,0.017956980662427506,0.017312794652823038,0.01607074297578498,0.01519070237400471,0.015185554117274902,0.01519256662951421,0.013992598798820621,0.015411866690199026,0.015010388487259841,0.014704091474392824,0.014675365654810422,0.014096336317326924,0.013831340473992431,0.013260192145477396,0.012787319003695825,0.012291691819135715,0.01198428415932333,0.011559806256362961,0.010241393852921082,0.008938510198917735,0.006148913777057185,0.003053166627987973,-0.0007093014041688068,-0.003336041888859595,-0.0036710115139735626,-0.0041236882114353765,-0.004659357222767392,-0.005536963319440751,-0.006234711639633107,-0.00624480184492583,-0.006117219897252134,-0.006362183179251746,-0.005759238646741757,-0.008004124789749443,-0.009575635169555573,-0.010019628931531454,-0.00980277987253758,-0.009474869801051439,-0.009935258989338948,-0.011504240542146943,-0.010592250932839201,-0.009562971624887572,-0.008514481112946217,-0.007686785767674528,-0.006322310921596297,-0.0043566126081295425,-0.002331354927915856,-0.0010889919295872588,-0.0009866093348023111,-0.0003722841255608643,-0.0006252419139329852,-0.0007511339166374267,-0.001584097164461079,-0.0013967531279797853,-0.001680407023515379,-0.002679695652046038,-0.0043698995142716236,-0.005676150431588428,-0.004950836022508972,-0.004891943421943004,-0.005127252836006459,0.008158385363735464",3
106,"-0.02860756504629537,-0.01767954150109637,-0.016012393202785337,-0.015857289092096404,-0.016762680958001274,-0.017324116337855012,-0.01604151012298735,-0.013224085567709301,-0.011433250681424941,-0.00861477004955129,-0.004825231648143019,-0.0035142577943607905,-0.00356728519874212,-0.0035563848855914362,-0.005369038263401576,-0.006735282626402004,-0.005903412710422612,-0.005893145172178973,-0.004933313892093312,-0.004635038185600281,-0.004951349149466487,-0.004373269314420574,-0.004273765234190459,-0.0017546982815996176,0.00018034686550914662,0.0012234108108633932,0.0025029540820637134,0.00414049501499646,0.005708648634620303,0.006612799427468889,0.006804252045999887,0.006256090809707833,0.006071991952492643,0.0057729026255217706,0.005441975823210951,0.0062452450161867455,0.006139428554439939,0.005006207499492241,0.0051266631219208676,0.006273680639957476,0.006137394855257275,0.005891672319467746,0.004735061055816556,0.003848046426958976,0.004800138611451639,0.005691807256362202,0.00533344084611669,0.007734413068866318,0.01037671602793108,0.01143607067640229,0.013901533063929002,0.015740526080116647,0.01668646863707037,0.01659712769234271,0.017604708003932316,0.018674578211155937,0.019236884109151583,0.018368626610420602,0.01759321326702133,0.018306993793483887,0.017895724313210102,0.018991202732329095,0.01924047843702241,0.017697669054920782,0.016304733390277354,0.01618176501594142,0.015381318017136967,0.014527683319208777,0.013465588582410225,0.012230621132381572,0.01035550751783465,0.009040379963781747,0.007929379420677424,0.0053406526507424005,0.002395771007169067,3.833518201932021e-05,-0.0030033704934295333,-0.005505539901744639,-0.004799973679240109,-0.003330441426792329,-0.005139947902442604,-0.0058633822421795285,-0.008051793361922658,-0.008323584656269605,-0.006477202768733833,-0.007643295826299154,-0.009091131932475778,-0.011733851146379573,-0.01460475824336868,-0.01460100848021033,-0.015368574999912642,-0.01616721414091771,-0.01720063470803919,-0.017498187567389703,-0.017850332145038537,-0.01673401334647189,-0.018818181694771664,-0.025286008743107748,-0.028426951202971805,-0.00785726774824473",3
107,"-0.02841997688926806,-0.005347801505199465,-0.004012692363118905,-0.004746728363771852,-0.006097003465683468,-0.005105037761418019,-0.004777581346447332,-0.004958917311389168,-0.00633976634664752,-0.0059314280493310174,-0.005609228392717304,-0.006235472934029297,-0.006066740567270853,-0.00749601980491308,-0.006978950854179197,-0.006718777922186198,-0.006219753087532885,-0.0065187039212979,-0.005701375551300705,-0.004579552838748065,-0.00328393375631943,-0.0033986143417565964,-0.00390968257393658,-0.0026716390384150038,-0.0029423314608765377,-0.0039430131876835375,-0.0034710883016132073,-0.004091791705957609,-0.003955733083054171,-0.0033768782643545277,-0.0019591957468410755,-0.0009848300856780123,-0.0003527268321479038,0.00038902855847094964,0.00017480669795327808,-0.0015209310193968276,-0.0020090608545447995,-0.0013668986542424502,-0.0007364557212669459,-0.0010882637426703062,0.005362561378430952,0.014509391515640459,0.014136446104985765,0.011798103643584815,0.01255867551300252,0.015488586293327236,0.015716134193003013,0.015647967326748377,0.016957458366551124,0.01766782431343817,0.017394939961304676,0.01614299527262851,0.016375767621034792,0.015799536306995664,0.015834013511981812,0.014480150145343294,0.013853631128776578,0.014163463178587875,0.013351877648038916,0.012338655261789053,0.01121613421160804,0.010227469432306888,0.009818807541586302,0.01010594631085597,0.008217956203801783,0.006634255348385458,0.00589931054079235,0.005377153049096233,0.004752472507659821,0.0034703485676572526,0.0031097760517029595,0.0037570873376189945,0.005208396257160436,0.007528385077332153,0.006740810391946239,0.005195624082988737,0.0023415488622119604,-0.001996826242240929,-0.006232246499129936,-0.007055661245676359,-0.0065727426515436865,-0.007822270570309944,-0.008297333997589383,-0.008360035341517177,-0.008111684714353688,-0.008180415403238925,-0.008590734720445678,-0.009017226845799177,-0.010042617228317383,-0.011262589236594255,-0.011662371624181454,-0.011592142052202208,-0.012311569307415289,-0.012496123868579366,-0.012473327713083744,-0.012665790645588294,-0.013148139724111864,-0.014322058701267508,-0.015220237826930043,0.0006152280909977395",3
